Causa de muerte,CCAA,Año,TME
Todas las enfermedades del sistema nervioso y de los órganos de los sentidos,Castilla y León,2017,0.06814821991512673
Todas las enfermedades del sistema circulatorio,Castilla y León,2017,0.3478432935788366
Todas las enfermedades del sistema respiratorio,Castilla y León,2017,0.15513983316823127
Todas las enfermedades del sistema digestivo,Castilla y León,2017,0.057597561771640236
Todas las enfermedades de la piel y del tejido subcutáneo,Castilla y León,2017,0.0069379814250942265
Todas las enfermedades del sistema osteomuscular y del tejido conjuntivo,Castilla y León,2017,0.015312822908639922
Todas las enfermedades del sistema genitourinario,Castilla y León,2017,0.038384690132917766
"Todos los fallecimientos a causa del embarazo, parto o puerperio",Castilla y León,2017,0.0
Todas las afecciones originadas en el periodo perinatal,Castilla y León,2017,0.0013137006248699129
"Todas las malformaciones congénitas, deformidades y anomalías cromosómicas",Castilla y León,2017,0.0016010726365602063
"Todos los síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Castilla y León,2017,0.018186543025542855
Todas las causas externas de mortalidad,Castilla y León,2017,0.04273632345279935
Todas las causas,Castilla La Mancha,2017,0.9901324831364386
Todas las enfermedades infecciosas y parasitarias,Castilla La Mancha,2017,0.008917463971240689
Todos los tumores,Castilla La Mancha,2017,0.24238843003147081
"Todas las enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Castilla La Mancha,2017,0.00543867308136108
"Todas las enfermedades endocrinas, nutricionales y metabólicas",Castilla La Mancha,2017,0.036110829378046085
Todos los trastornos mentales y del comportamiento,Castilla La Mancha,2017,0.05257383978649043
Todas las enfermedades del sistema nervioso y de los órganos de los sentidos,Castilla La Mancha,2017,0.05860047752529596
Todas las enfermedades del sistema circulatorio,Castilla La Mancha,2017,0.26928781310955396
Todas las enfermedades del sistema respiratorio,Castilla La Mancha,2017,0.14787311134727693
Todas las enfermedades del sistema digestivo,Castilla La Mancha,2017,0.0543867308136108
Todas las enfermedades de la piel y del tejido subcutáneo,Castilla La Mancha,2017,0.005144690752638859
Todas las enfermedades del sistema osteomuscular y del tejido conjuntivo,Castilla La Mancha,2017,0.01161230198452771
Todas las enfermedades del sistema genitourinario,Castilla La Mancha,2017,0.03488590300837017
"Todos los fallecimientos a causa del embarazo, parto o puerperio",Castilla La Mancha,2017,0.0
Todas las afecciones originadas en el periodo perinatal,Castilla La Mancha,2017,0.001371917534037029
"Todas las malformaciones congénitas, deformidades y anomalías cromosómicas",Castilla La Mancha,2017,0.00195988219148147
"Todos los síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Castilla La Mancha,2017,0.02175469232544432
Todas las causas externas de mortalidad,Castilla La Mancha,2017,0.03782572629559237
Todas las causas,Cataluña,2017,0.8891782710713682
Todas las enfermedades infecciosas y parasitarias,Cataluña,2017,0.013909159080463477
Todos los tumores,Cataluña,2017,0.23586439712194635
"Todas las enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Cataluña,2017,0.004461681946583454
"Todas las enfermedades endocrinas, nutricionales y metabólicas",Cataluña,2017,0.03172900926470944
Todos los trastornos mentales y del comportamiento,Cataluña,2017,0.06402244817326377
Todas las enfermedades del sistema nervioso y de los órganos de los sentidos,Cataluña,2017,0.06744934243946492
Todas las enfermedades del sistema circulatorio,Cataluña,2017,0.23470866023216874
Todas las enfermedades del sistema respiratorio,Cataluña,2017,0.0999174857615903
Todas las enfermedades del sistema digestivo,Cataluña,2017,0.04128399680694087
Todas las enfermedades de la piel y del tejido subcutáneo,Cataluña,2017,0.002244279774335653
Todas las enfermedades del sistema osteomuscular y del tejido conjuntivo,Cataluña,2017,0.01314314742095969
Todas las enfermedades del sistema genitourinario,Cataluña,2017,0.027294204920213838
"Todos los fallecimientos a causa del embarazo, parto o puerperio",Cataluña,2017,5.375520417570426e-05
Todas las afecciones originadas en el periodo perinatal,Cataluña,2017,0.0012632472981290502
"Todas las malformaciones congénitas, deformidades y anomalías cromosómicas",Cataluña,2017,0.0013841965075243848
"Todos los síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Cataluña,2017,0.012323380557280201
Todas las causas externas de mortalidad,Cataluña,2017,0.03812587856161825
Todas las causas,Comunidad Valenciana,2017,0.9078670190821474
Todas las enfermedades infecciosas y parasitarias,Comunidad Valenciana,2017,0.016413094488361292
Todos los tumores,Comunidad Valenciana,2017,0.23865855170854236
"Todas las enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Comunidad Valenciana,2017,0.004356562117281084
"Todas las enfermedades endocrinas, nutricionales y metabólicas",Comunidad Valenciana,2017,0.031164616448271197
Todos los trastornos mentales y del comportamiento,Comunidad Valenciana,2017,0.03953326832937393
Todas las enfermedades del sistema nervioso y de los órganos de los sentidos,Comunidad Valenciana,2017,0.06393001618614799
Todas las enfermedades del sistema circulatorio,Comunidad Valenciana,2017,0.27369341636332833
Todas las enfermedades del sistema respiratorio,Comunidad Valenciana,2017,0.09882303928362718
Todas las enfermedades del sistema digestivo,Comunidad Valenciana,2017,0.041397471653977926
Todas las enfermedades de la piel y del tejido subcutáneo,Comunidad Valenciana,2017,0.003748669728823258
Todas las enfermedades del sistema osteomuscular y del tejido conjuntivo,Comunidad Valenciana,2017,0.00992890901147782
Todas las enfermedades del sistema genitourinario,Comunidad Valenciana,2017,0.030414882502506544
"Todos los fallecimientos a causa del embarazo, parto o puerperio",Comunidad Valenciana,2017,2.0263079615260855e-05
Todas las afecciones originadas en el periodo perinatal,Comunidad Valenciana,2017,0.0012968370953766947
"Todas las malformaciones congénitas, deformidades y anomalías cromosómicas",Comunidad Valenciana,2017,0.0017020986876819118
"Todos los síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Comunidad Valenciana,2017,0.022856753806014245
Todas las causas externas de mortalidad,Comunidad Valenciana,2017,0.029928568591740284
Todas las causas,Extremadura,2017,1.0751680269065786
Todas las enfermedades infecciosas y parasitarias,Extremadura,2017,0.01466349143299434
Todos los tumores,Extremadura,2017,0.2824114204468467
"Todas las enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Extremadura,2017,0.003248241773131658
"Todas las enfermedades endocrinas, nutricionales y metabólicas",Extremadura,2017,0.027656458525520972
Todos los trastornos mentales y del comportamiento,Extremadura,2017,0.041948722327300264
Todas las enfermedades del sistema nervioso y de los órganos de los sentidos,Extremadura,2017,0.05568414468225699
Todas las enfermedades del sistema circulatorio,Extremadura,2017,0.31860611449031373
Todas las enfermedades del sistema respiratorio,Extremadura,2017,0.15498753603228196
Todas las enfermedades del sistema digestivo,Extremadura,2017,0.05540572395884571
Todas las enfermedades de la piel y del tejido subcutáneo,Extremadura,2017,0.004176310851169274
Todas las enfermedades del sistema osteomuscular y del tejido conjuntivo,Extremadura,2017,0.010115952950610019
Todas las enfermedades del sistema genitourinario,Extremadura,2017,0.04185591541949651
"Todos los fallecimientos a causa del embarazo, parto o puerperio",Extremadura,2017,0.0
Todas las afecciones originadas en el periodo perinatal,Extremadura,2017,0.001577717432663948
"Todas las malformaciones congénitas, deformidades y anomalías cromosómicas",Extremadura,2017,0.0008352621702338548
"Todos los síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Extremadura,2017,0.031832769376690245
Todas las causas externas de mortalidad,Extremadura,2017,0.030162245036222536
Todas las causas,Galicia,2017,1.1793534551307336
Todas las enfermedades infecciosas y parasitarias,Galicia,2017,0.015977099245091286
Todos los tumores,Galicia,2017,0.32072274050423427
"Todas las enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Galicia,2017,0.00690004055157522
"Todas las enfermedades endocrinas, nutricionales y metabólicas",Galicia,2017,0.027969148332053564
Todos los trastornos mentales y del comportamiento,Galicia,2017,0.08457162002251553
Todas las enfermedades del sistema nervioso y de los órganos de los sentidos,Galicia,2017,0.057008356428789916
Todas las enfermedades del sistema circulatorio,Galicia,2017,0.35706787389087385
Todas las enfermedades del sistema respiratorio,Galicia,2017,0.1467826808244183
Todas las enfermedades del sistema digestivo,Galicia,2017,0.054351656323370585
Todas las enfermedades de la piel y del tejido subcutáneo,Galicia,2017,0.005202704373112867
Todas las enfermedades del sistema osteomuscular y del tejido conjuntivo,Galicia,2017,0.007527316965354785
Todas las enfermedades del sistema genitourinario,Galicia,2017,0.03328254854289224
"Todos los fallecimientos a causa del embarazo, parto o puerperio",Galicia,2017,0.0
Todas las afecciones originadas en el periodo perinatal,Galicia,2017,0.0007010736389301026
"Todas las malformaciones congénitas, deformidades y anomalías cromosómicas",Galicia,2017,0.002177018141940845
"Todos los síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Galicia,2017,0.01638298398341924
Todas las causas externas de mortalidad,Galicia,2017,0.04272859336216099
Todas las causas,Madrid,2017,0.726742996631775
Todas las enfermedades infecciosas y parasitarias,Madrid,2017,0.012907798023840828
Todos los tumores,Madrid,2017,0.20468741435652854
"Todas las enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Madrid,2017,0.003134309807224507
"Todas las enfermedades endocrinas, nutricionales y metabólicas",Madrid,2017,0.017339063613365128
Todos los trastornos mentales y del comportamiento,Madrid,2017,0.03248565435665204
Todas las enfermedades del sistema nervioso y de los órganos de los sentidos,Madrid,2017,0.042845860665261117
Todas las enfermedades del sistema circulatorio,Madrid,2017,0.18314868440047835
Todas las enfermedades del sistema respiratorio,Madrid,2017,0.10820316812329726
Todas las enfermedades del sistema digestivo,Madrid,2017,0.034060529235158926
Todas las enfermedades de la piel y del tejido subcutáneo,Madrid,2017,0.0035357485017458723
Todas las enfermedades del sistema osteomuscular y del tejido conjuntivo,Madrid,2017,0.0062840595642382965
Todas las enfermedades del sistema genitourinario,Madrid,2017,0.02334520408139633
"Todos los fallecimientos a causa del embarazo, parto o puerperio",Madrid,2017,4.631984936784985e-05
Todas las afecciones originadas en el periodo perinatal,Madrid,2017,0.0012660758827212294
"Todas las malformaciones congénitas, deformidades y anomalías cromosómicas",Madrid,2017,0.0013123957320890793
"Todos los síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Madrid,2017,0.0276220701730278
Todas las causas externas de mortalidad,Madrid,2017,0.02451864026538186
Todas las causas,Murcia,2017,0.7822253843746373
Todas las enfermedades infecciosas y parasitarias,Murcia,2017,0.011677032295819963
Todos los tumores,Murcia,2017,0.20081779959904328
"Todas las enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Murcia,2017,0.003055037519255223
"Todas las enfermedades endocrinas, nutricionales y metabólicas",Murcia,2017,0.02898891157159956
Todos los trastornos mentales y del comportamiento,Murcia,2017,0.031704500477604196
Todas las enfermedades del sistema nervioso y de los órganos de los sentidos,Murcia,2017,0.054040219229492384
Todas las enfermedades del sistema circulatorio,Murcia,2017,0.22939937283474215
Todas las enfermedades del sistema respiratorio,Murcia,2017,0.10366760648672722
Todas las enfermedades del sistema digestivo,Murcia,2017,0.04053016442211929
Todas las enfermedades de la piel y del tejido subcutáneo,Murcia,2017,0.004820170308158241
Todas las enfermedades del sistema osteomuscular y del tejido conjuntivo,Murcia,2017,0.009844009784266828
Todas las enfermedades del sistema genitourinario,Murcia,2017,0.02824212462244828
"Todos los fallecimientos a causa del embarazo, parto o puerperio",Murcia,2017,0.0
Todas las afecciones originadas en el periodo perinatal,Murcia,2017,0.0016972430662529014
"Todas las malformaciones congénitas, deformidades y anomalías cromosómicas",Murcia,2017,0.002444030015404178
"Todos los síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Murcia,2017,0.0050917291987587045
Todas las causas externas de mortalidad,Murcia,2017,0.0262054329429448
Todas las causas,Navarra,2017,0.9126444356643455
Todas las enfermedades infecciosas y parasitarias,Navarra,2017,0.010931743753679703
Todos los tumores,Navarra,2017,0.24783824767270982
"Todas las enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Navarra,2017,0.005465871876839851
"Todas las enfermedades endocrinas, nutricionales y metabólicas",Navarra,2017,0.03217056018940027
Todos los trastornos mentales y del comportamiento,Navarra,2017,0.05809440966241214
Todas las enfermedades del sistema nervioso y de los órganos de los sentidos,Navarra,2017,0.08807862110107646
Todas las enfermedades del sistema circulatorio,Navarra,2017,0.24721357660107102
Todas las enfermedades del sistema respiratorio,Navarra,2017,0.10072821030176297
Todas las enfermedades del sistema digestivo,Navarra,2017,0.039510445281156645
Todas las enfermedades de la piel y del tejido subcutáneo,Navarra,2017,0.003748026429833041
Todas las enfermedades del sistema osteomuscular y del tejido conjuntivo,Navarra,2017,0.012961924736505932
Todas las enfermedades del sistema genitourinario,Navarra,2017,0.021082648667810858
"Todos los fallecimientos a causa del embarazo, parto o puerperio",Navarra,2017,0.0
Todas las afecciones originadas en el periodo perinatal,Navarra,2017,0.0006246710716388402
"Todas las malformaciones congénitas, deformidades y anomalías cromosómicas",Navarra,2017,0.0024986842865553608
"Todos los síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Navarra,2017,0.002811019822374781
Todas las causas externas de mortalidad,Navarra,2017,0.0388857742095178
Todas las causas,País Vasco,2017,0.9982083558077094
Todas las enfermedades infecciosas y parasitarias,País Vasco,2017,0.017625755381276923
Todos los tumores,País Vasco,2017,0.29327042199841924
"Todas las enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",País Vasco,2017,0.004660212810232905
"Todas las enfermedades endocrinas, nutricionales y metabólicas",País Vasco,2017,0.025469677933154092
Todos los trastornos mentales y del comportamiento,País Vasco,2017,0.06551982366862102
Todas las enfermedades del sistema nervioso y de los órganos de los sentidos,País Vasco,2017,0.065750527273088
Todas las enfermedades del sistema circulatorio,País Vasco,2017,0.26567827090416896
Todas las enfermedades del sistema respiratorio,País Vasco,2017,0.1081999904950115
Todas las enfermedades del sistema digestivo,País Vasco,2017,0.042449463221923486
Todas las enfermedades de la piel y del tejido subcutáneo,País Vasco,2017,0.0022608953237763596
Todas las enfermedades del sistema osteomuscular y del tejido conjuntivo,País Vasco,2017,0.01439590491873927
Todas las enfermedades del sistema genitourinario,País Vasco,2017,0.02556195937494088
"Todos los fallecimientos a causa del embarazo, parto o puerperio",País Vasco,2017,0.0
Todas las afecciones originadas en el periodo perinatal,País Vasco,2017,0.000968955138761297
"Todas las malformaciones congénitas, deformidades y anomalías cromosómicas",País Vasco,2017,0.0026761618118169156
"Todos los síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",País Vasco,2017,0.025654240816727673
Todas las causas externas de mortalidad,País Vasco,2017,0.03806609473705095
Todas las causas,La Rioja,2017,0.9762713599344888
Todas las enfermedades infecciosas y parasitarias,La Rioja,2017,0.018233115175709653
Todos los tumores,La Rioja,2017,0.26166119673211397
"Todas las enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",La Rioja,2017,0.004478308990525178
"Todas las enfermedades endocrinas, nutricionales y metabólicas",La Rioja,2017,0.02846925001119577
Todos los trastornos mentales y del comportamiento,La Rioja,2017,0.06077705058569884
Todas las enfermedades del sistema nervioso y de los órganos de los sentidos,La Rioja,2017,0.06621499721705083
Todas las enfermedades del sistema circulatorio,La Rioja,2017,0.30100634000601373
Todas las enfermedades del sistema respiratorio,La Rioja,2017,0.10524026127734167
Todas las enfermedades del sistema digestivo,La Rioja,2017,0.04190417698277131
Todas las enfermedades de la piel y del tejido subcutáneo,La Rioja,2017,0.0038385505633072954
Todas las enfermedades del sistema osteomuscular y del tejido conjuntivo,La Rioja,2017,0.015034323039620238
Todas las enfermedades del sistema genitourinario,La Rioja,2017,0.02239154495262589
"Todos los fallecimientos a causa del embarazo, parto o puerperio",La Rioja,2017,0.0
Todas las afecciones originadas en el periodo perinatal,La Rioja,2017,0.0009596376408268238
"Todas las malformaciones congénitas, deformidades y anomalías cromosómicas",La Rioja,2017,0.002239154495262589
"Todos los síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",La Rioja,2017,0.008636738767441414
Todas las causas externas de mortalidad,La Rioja,2017,0.03518671349698354
Todas las causas,Ceuta,2017,0.6585678501287735
Todas las enfermedades infecciosas y parasitarias,Ceuta,2017,0.019992238307480627
Todos los tumores,Ceuta,2017,0.17522608869497724
"Todas las enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Ceuta,2017,0.002352028036174191
"Todas las enfermedades endocrinas, nutricionales y metabólicas",Ceuta,2017,0.030576364470264485
Todos los trastornos mentales y del comportamiento,Ceuta,2017,0.019992238307480627
Todas las enfermedades del sistema nervioso y de los órganos de los sentidos,Ceuta,2017,0.035280420542612864
Todas las enfermedades del sistema circulatorio,Ceuta,2017,0.2069784671833288
Todas las enfermedades del sistema respiratorio,Ceuta,2017,0.06350475697670316
Todas las enfermedades del sistema digestivo,Ceuta,2017,0.032928392506438676
Todas las enfermedades de la piel y del tejido subcutáneo,Ceuta,2017,0.0
Todas las enfermedades del sistema osteomuscular y del tejido conjuntivo,Ceuta,2017,0.005880070090435478
Todas las enfermedades del sistema genitourinario,Ceuta,2017,0.023520280361741912
"Todos los fallecimientos a causa del embarazo, parto o puerperio",Ceuta,2017,0.0
Todas las afecciones originadas en el periodo perinatal,Ceuta,2017,0.002352028036174191
"Todas las malformaciones congénitas, deformidades y anomalías cromosómicas",Ceuta,2017,0.0070560841085225735
"Todos los síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Ceuta,2017,0.011760140180870956
Todas las causas externas de mortalidad,Ceuta,2017,0.02116825232556772
Todas las causas,Melilla,2017,0.5815664622158389
Todas las enfermedades infecciosas y parasitarias,Melilla,2017,0.021190680809484008
Todos los tumores,Melilla,2017,0.1542210658912447
"Todas las enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Melilla,2017,0.005886300224856669
"Todas las enfermedades endocrinas, nutricionales y metabólicas",Melilla,2017,0.02825424107931201
Todos los trastornos mentales y del comportamiento,Melilla,2017,0.01883616071954134
Todas las enfermedades del sistema nervioso y de los órganos de los sentidos,Melilla,2017,0.03296328125919734
Todas las enfermedades del sistema circulatorio,Melilla,2017,0.13656216521667472
Todas las enfermedades del sistema respiratorio,Melilla,2017,0.07063560269828002
Todas las enfermedades del sistema digestivo,Melilla,2017,0.01294986049468467
Todas las enfermedades de la piel y del tejido subcutáneo,Melilla,2017,0.0
Todas las enfermedades del sistema osteomuscular y del tejido conjuntivo,Melilla,2017,0.008240820314799335
Todas las enfermedades del sistema genitourinario,Melilla,2017,0.020013420764512672
"Todos los fallecimientos a causa del embarazo, parto o puerperio",Melilla,2017,0.0011772600449713338
Todas las afecciones originadas en el periodo perinatal,Melilla,2017,0.007063560269828003
"Todas las malformaciones congénitas, deformidades y anomalías cromosómicas",Melilla,2017,0.004709040179885335
"Todos los síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Melilla,2017,0.03296328125919734
Todas las causas externas de mortalidad,Melilla,2017,0.02589972098936934
Todas las causas,Andalucía,2016,0.8238084460624475
Todas las enfermedades infecciosas y parasitarias,Andalucía,2016,0.015326447379474984
Todos los tumores,Andalucía,2016,0.20985809470840125
"Todas las enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Andalucía,2016,0.003819712429201451
"Todas las enfermedades endocrinas, nutricionales y metabólicas",Andalucía,2016,0.025667039594353683
Todos los trastornos mentales y del comportamiento,Andalucía,2016,0.03024831462626196
Todas las enfermedades del sistema nervioso y de los órganos de los sentidos,Andalucía,2016,0.04803794104886685
Todas las enfermedades del sistema circulatorio,Andalucía,2016,0.26460730619362205
Todas las enfermedades del sistema respiratorio,Andalucía,2016,0.0868062372929115
Todas las enfermedades del sistema digestivo,Andalucía,2016,0.045360572523725655
Todas las enfermedades de la piel y del tejido subcutáneo,Andalucía,2016,0.002820161513148735
Todas las enfermedades del sistema osteomuscular y del tejido conjuntivo,Andalucía,2016,0.009388638961495156
Todas las enfermedades del sistema genitourinario,Andalucía,2016,0.024334305039616724
"Todos los fallecimientos a causa del embarazo, parto o puerperio",Andalucía,2016,2.3798831334588485e-05
Todas las afecciones originadas en el periodo perinatal,Andalucía,2016,0.0016540187777538996
"Todas las malformaciones congénitas, deformidades y anomalías cromosómicas",Andalucía,2016,0.001784912350094136
"Todos los síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Andalucía,2016,0.024822181081975786
Todas las causas externas de mortalidad,Andalucía,2016,0.029248763710209246
Todas las causas,Aragón,2016,1.0223946985031522
Todas las enfermedades infecciosas y parasitarias,Aragón,2016,0.01190682943883947
Todos los tumores,Aragón,2016,0.29145188237872666
"Todas las enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Aragón,2016,0.0028819077622668785
"Todas las enfermedades endocrinas, nutricionales y metabólicas",Aragón,2016,0.02222102564063672
Todos los trastornos mentales y del comportamiento,Aragón,2016,0.06059590268555884
Todas las enfermedades del sistema nervioso y de los órganos de los sentidos,Aragón,2016,0.060520063007604444
Todas las enfermedades del sistema circulatorio,Aragón,2016,0.32042263935730425
Todas las enfermedades del sistema respiratorio,Aragón,2016,0.10443123654319715
Todas las enfermedades del sistema digestivo,Aragón,2016,0.05437704909329873
Todas las enfermedades de la piel y del tejido subcutáneo,Aragón,2016,0.0018959919488597883
Todas las enfermedades del sistema osteomuscular y del tejido conjuntivo,Aragón,2016,0.020476713047685714
Todas las enfermedades del sistema genitourinario,Aragón,2016,0.031397626673118094
"Todos los fallecimientos a causa del embarazo, parto o puerperio",Aragón,2016,0.0
Todas las afecciones originadas en el periodo perinatal,Aragón,2016,0.0013651142031790478
"Todas las malformaciones congénitas, deformidades y anomalías cromosómicas",Aragón,2016,0.0021993506606773545
"Todos los síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Aragón,2016,0.003336945829993228
Todas las causas externas de mortalidad,Aragón,2016,0.03291442023220592
Todas las causas,Asturias,2016,1.2684871628599563
Todas las enfermedades infecciosas y parasitarias,Asturias,2016,0.01710017532483128
Todos los tumores,Asturias,2016,0.3532435093786776
"Todas las enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Asturias,2016,0.00576410404207796
"Todas las enfermedades endocrinas, nutricionales y metabólicas",Asturias,2016,0.036890265869298944
Todos los trastornos mentales y del comportamiento,Asturias,2016,0.0713788217210654
Todas las enfermedades del sistema nervioso y de los órganos de los sentidos,Asturias,2016,0.06311693926075365
Todas las enfermedades del sistema circulatorio,Asturias,2016,0.4115570286043663
Todas las enfermedades del sistema respiratorio,Asturias,2016,0.13949131781828664
Todas las enfermedades del sistema digestivo,Asturias,2016,0.05293368878641593
Todas las enfermedades de la piel y del tejido subcutáneo,Asturias,2016,0.004034872829454572
Todas las enfermedades del sistema osteomuscular y del tejido conjuntivo,Asturias,2016,0.015274875711506592
Todas las enfermedades del sistema genitourinario,Asturias,2016,0.03275932463914307
"Todos los fallecimientos a causa del embarazo, parto o puerperio",Asturias,2016,9.606840070129933e-05
Todas las afecciones originadas en el periodo perinatal,Asturias,2016,0.000576410404207796
"Todas las malformaciones congénitas, deformidades y anomalías cromosómicas",Asturias,2016,0.002305641616831184
"Todos los síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Asturias,2016,0.012200686889065015
Todas las causas externas de mortalidad,Asturias,2016,0.04976343156327305
Todas las causas,Baleares,2016,0.6991467397957072
Todas las enfermedades infecciosas y parasitarias,Baleares,2016,0.019902653129339944
Todos los tumores,Baleares,2016,0.1954158729823245
"Todas las enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Baleares,2016,0.0031703341267975134
"Todas las enfermedades endocrinas, nutricionales y metabólicas",Baleares,2016,0.02677171040406789
Todos los trastornos mentales y del comportamiento,Baleares,2016,0.03496174023162813
Todas las enfermedades del sistema nervioso y de los órganos de los sentidos,Baleares,2016,0.04130240848522316
Todas las enfermedades del sistema circulatorio,Baleares,2016,0.20193267090963052
Todas las enfermedades del sistema respiratorio,Baleares,2016,0.06974735078954529
Todas las enfermedades del sistema digestivo,Baleares,2016,0.030646563225709293
Todas las enfermedades de la piel y del tejido subcutáneo,Baleares,2016,0.0026419451056645944
Todas las enfermedades del sistema osteomuscular y del tejido conjuntivo,Baleares,2016,0.007133251785294405
Todas las enfermedades del sistema genitourinario,Baleares,2016,0.02351331144041489
"Todos los fallecimientos a causa del embarazo, parto o puerperio",Baleares,2016,0.0
Todas las afecciones originadas en el periodo perinatal,Baleares,2016,0.002025491247676189
"Todas las malformaciones congénitas, deformidades y anomalías cromosómicas",Baleares,2016,0.0014090373896877837
"Todos los síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Baleares,2016,0.008630354011837676
Todas las causas externas de mortalidad,Baleares,2016,0.029942044530865405
Todas las causas,Canarias,2016,0.7041465261714427
Todas las enfermedades infecciosas y parasitarias,Canarias,2016,0.016017167406094674
Todos los tumores,Canarias,2016,0.20457013809889335
"Todas las enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Canarias,2016,0.0023885249640667496
"Todas las enfermedades endocrinas, nutricionales y metabólicas",Canarias,2016,0.02931797308834873
Todos los trastornos mentales y del comportamiento,Canarias,2016,0.026226940781909406
Todas las enfermedades del sistema nervioso y de los órganos de los sentidos,Canarias,2016,0.03325201420563514
Todas las enfermedades del sistema circulatorio,Canarias,2016,0.19866907642296378
Todas las enfermedades del sistema respiratorio,Canarias,2016,0.09015510893781359
Todas las enfermedades del sistema digestivo,Canarias,2016,0.03269000833173708
Todas las enfermedades de la piel y del tejido subcutáneo,Canarias,2016,0.003559370534687705
Todas las enfermedades del sistema osteomuscular y del tejido conjuntivo,Canarias,2016,0.005713726384630263
Todas las enfermedades del sistema genitourinario,Canarias,2016,0.02079421733422817
"Todos los fallecimientos a causa del embarazo, parto o puerperio",Canarias,2016,4.683382282483822e-05
Todas las afecciones originadas en el periodo perinatal,Canarias,2016,0.0014050146847451467
"Todas las malformaciones congénitas, deformidades y anomalías cromosómicas",Canarias,2016,0.0017328514445190144
"Todos los síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Canarias,2016,0.009975604261690542
Todas las causas externas de mortalidad,Canarias,2016,0.02763195546665455
Todas las causas,Cantabria,2016,1.0190487962314423
Todas las enfermedades infecciosas y parasitarias,Cantabria,2016,0.00978534052985044
Todos los tumores,Cantabria,2016,0.3124442063917157
"Todas las enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Cantabria,2016,0.00188839904962026
"Todas las enfermedades endocrinas, nutricionales y metabólicas",Cantabria,2016,0.010128685811599578
Todos los trastornos mentales y del comportamiento,Cantabria,2016,0.10678038262398198
Todas las enfermedades del sistema nervioso y de los órganos de los sentidos,Cantabria,2016,0.06248884127834316
Todas las enfermedades del sistema circulatorio,Cantabria,2016,0.2722728084270666
Todas las enfermedades del sistema respiratorio,Cantabria,2016,0.12188757502094406
Todas las enfermedades del sistema digestivo,Cantabria,2016,0.0449782319091371
Todas las enfermedades de la piel y del tejido subcutáneo,Cantabria,2016,0.001545053767871122
